eventNumber,wheel,sector,station,superLayer,wire,layer
52305,1,3,3,1,"[14, 14, 14, 14, 14, 14]","[1, 1, 2, 2, 3, 4]"
52305,1,3,3,3,"[13, 14, 13, 14]","[1, 2, 3, 4]"
52305,1,4,3,1,"[6, 6, 6, 7]","[1, 2, 3, 4]"
52305,2,1,1,1,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52305,2,4,4,1,"[55, 55, 55, 55]","[1, 2, 3, 4]"
52305,2,4,4,3,"[55, 56, 55, 56]","[1, 2, 3, 4]"
52305,2,6,1,3,"[8, 8, 7, 7]","[1, 2, 3, 4]"
52305,2,7,2,1,"[11, 11, 11, 12]","[1, 2, 3, 4]"
52305,2,10,1,1,[16],[1]
52305,2,12,1,3,"[15, 15, 16, 16, 15, 15, 16, 16]","[1, 1, 2, 2, 3, 3, 4, 4]"
52305,2,12,3,3,[60],[2]
52306,-2,1,4,3,[27],[1]
52306,-2,3,1,3,[35],[1]
52306,-2,5,2,3,[18],[4]
52306,-2,8,3,1,"[67, 68, 68, 68, 68]","[1, 1, 2, 3, 4]"
52306,-2,8,3,3,"[69, 69, 69, 70]","[1, 2, 3, 4]"
52306,-2,8,4,1,"[69, 69, 69, 70]","[1, 2, 3, 4]"
52306,-2,9,2,1,[1],[2]
52306,-2,12,1,3,"[6, 7]","[3, 4]"
52306,-1,4,1,1,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52306,-1,8,1,1,"[41, 41, 41, 38, 41]","[1, 2, 3, 4, 4]"
52306,-1,8,1,3,"[23, 24, 24, 25]","[1, 2, 3, 4]"
52306,0,2,1,1,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52306,0,2,1,3,"[10, 10, 10, 10]","[1, 2, 3, 4]"
52306,0,2,3,1,"[8, 8, 7, 8]","[1, 2, 3, 4]"
52306,0,2,3,3,"[6, 7, 6, 7]","[1, 2, 3, 4]"
52306,0,3,4,1,"[78, 78, 79, 79, 78, 79]","[1, 1, 2, 2, 3, 4]"
52306,0,3,4,3,"[78, 78, 78, 79]","[1, 2, 3, 4]"
52306,0,4,2,3,"[14, 14, 13, 12]","[1, 2, 3, 4]"
52306,0,6,2,1,"[20, 20]","[1, 2]"
52306,0,8,1,3,"[19, 20, 19]","[1, 2, 3]"
52306,1,5,1,3,"[49, 48]","[2, 3]"
52306,2,10,2,1,[30],[3]
52306,2,12,1,1,[36],[3]
52307,-2,1,2,3,"[2, 2, 1]","[1, 2, 3]"
52307,-2,8,1,3,[2],[1]
52307,1,7,2,3,"[19, 19, 19, 6, 20]","[1, 2, 3, 4, 4]"
52307,2,2,2,1,"[25, 25, 25, 26]","[1, 2, 3, 4]"
52307,2,3,2,1,[13],[4]
52307,2,9,2,1,"[50, 50, 50, 50]","[1, 2, 3, 4]"
52307,2,9,2,3,"[50, 50, 50, 51]","[1, 2, 3, 4]"
52308,-2,1,1,1,"[12, 12, 12, 12]","[1, 2, 3, 4]"
52308,-2,4,1,1,"[37, 37]","[2, 3]"
52308,-2,9,1,1,"[14, 14]","[1, 2]"
52308,-2,11,1,1,"[46, 47, 46, 47]","[1, 1, 3, 4]"
52308,1,4,1,1,[14],[2]
52308,1,5,4,1,"[11, 12, 11, 12]","[1, 2, 3, 4]"
52308,1,5,4,3,"[12, 12, 11, 12]","[1, 2, 3, 4]"
52308,1,6,3,1,"[69, 70, 69, 70, 71, 67, 69, 69, 71, 69, 70, 70, 71]","[1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52308,1,6,3,3,"[67, 70, 70, 71, 70, 71]","[1, 1, 2, 2, 3, 4]"
52308,1,11,1,1,"[3, 10, 16, 21, 3, 10, 17, 18, 21, 2, 10, 17, 17, 21, 3, 3, 10, 17, 18, 22]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4]"
52308,1,11,1,3,"[4, 5, 5]","[1, 2, 3]"
52308,1,12,1,1,"[4, 38, 39, 5, 38, 39, 4, 5]","[1, 1, 1, 2, 2, 2, 3, 4]"
52308,2,7,1,1,"[26, 26]","[1, 2]"
52308,2,8,1,1,"[15, 16, 16, 16]","[1, 2, 3, 4]"
52308,2,8,1,3,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52308,2,11,1,1,"[2, 10, 11, 10, 11]","[1, 1, 2, 3, 4]"
52308,2,11,1,3,"[4, 17, 5, 7, 18, 6, 6, 8, 18, 7, 7, 8, 19]","[1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52308,2,11,3,1,"[3, 3, 3, 3]","[1, 2, 3, 4]"
52308,2,11,3,3,"[1, 2, 9, 1, 9, 2, 9]","[1, 2, 2, 3, 3, 4, 4]"
52308,2,12,1,1,"[12, 13, 33, 13, 34, 13, 33, 13, 34]","[1, 1, 1, 2, 2, 3, 3, 4, 4]"
52308,2,12,1,3,"[5, 36, 6, 36, 6, 36, 37]","[1, 1, 2, 2, 3, 3, 4]"
52308,2,12,2,1,"[58, 59, 58, 59]","[1, 2, 3, 4]"
52308,2,12,2,3,"[59, 59, 59, 58, 59]","[1, 2, 3, 4, 4]"
52309,-2,6,2,1,"[36, 36, 36, 36]","[1, 2, 3, 4]"
52309,-2,6,2,3,"[36, 36, 36, 36]","[1, 2, 3, 4]"
52309,-2,6,3,1,"[30, 31, 30, 31]","[1, 2, 3, 4]"
52309,-2,6,3,3,"[31, 31, 31, 31]","[1, 2, 3, 4]"
52309,-2,7,2,3,[39],[4]
52309,-2,9,1,1,"[9, 10]","[1, 2]"
52309,-1,5,1,3,"[18, 19, 19, 20]","[1, 2, 3, 4]"
52309,-1,6,1,1,"[24, 25, 24, 24]","[1, 2, 3, 4]"
52309,-1,6,1,3,[4],[1]
52309,0,3,1,1,"[31, 31, 31, 31]","[1, 2, 3, 4]"
52309,0,3,1,3,"[31, 31, 31, 31]","[1, 2, 3, 4]"
52309,0,3,2,1,"[22, 23, 22, 23]","[1, 2, 3, 4]"
52309,0,3,2,3,"[21, 22, 22, 21, 22, 22]","[1, 1, 2, 3, 3, 4]"
52309,0,3,3,1,"[37, 37, 37, 37]","[1, 2, 3, 4]"
52309,0,3,3,3,"[37, 37, 37, 37]","[1, 2, 3, 4]"
52309,0,3,4,1,"[22, 22, 22, 22]","[1, 2, 3, 4]"
52309,0,3,4,3,"[20, 20, 19, 20]","[2, 2, 3, 4]"
52309,0,4,1,1,"[26, 26, 26, 26]","[1, 2, 3, 4]"
52309,0,4,1,3,"[22, 23, 22, 23]","[1, 2, 3, 4]"
52309,0,4,2,1,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52309,0,4,2,3,"[38, 39, 38, 39]","[1, 2, 3, 4]"
52309,1,4,1,3,[49],[1]
52309,2,2,2,1,[19],[2]
52309,2,6,1,3,"[21, 21]","[2, 3]"
52309,2,6,2,1,"[19, 20]","[1, 2]"
52309,2,9,1,1,"[10, 11, 11, 12]","[1, 2, 3, 4]"
52309,2,10,1,1,"[40, 41]","[1, 2]"
52310,-2,2,1,1,[42],[2]
52310,-2,3,1,1,[27],[3]
52310,-2,4,1,1,"[4, 5, 27, 4, 27, 5]","[1, 2, 2, 3, 3, 4]"
52310,-2,6,1,1,[2],[4]
52310,-2,6,1,3,[1],[3]
52310,-2,7,2,1,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52310,-2,8,1,1,[34],[4]
52310,-2,10,1,1,"[17, 17, 17, 17]","[1, 2, 3, 4]"
52310,-2,10,1,3,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52310,-1,8,4,1,"[86, 86, 86, 86]","[1, 2, 3, 4]"
52310,-1,8,4,3,"[86, 86, 86, 86, 86]","[1, 2, 2, 3, 4]"
52310,-1,9,3,1,"[5, 5, 4, 5]","[1, 2, 3, 4]"
52310,-1,9,3,3,"[3, 4, 3, 4]","[1, 2, 3, 4]"
52310,-1,11,1,1,"[16, 16, 16, 16]","[1, 2, 3, 4]"
52310,-1,11,1,3,"[13, 14, 13, 13]","[1, 2, 3, 4]"
52310,-1,11,2,1,"[28, 28, 27, 28]","[1, 2, 3, 4]"
52310,-1,11,2,3,"[27, 28, 27, 27]","[1, 2, 3, 4]"
52310,-1,11,3,1,"[20, 20, 20, 20]","[1, 2, 3, 4]"
52310,-1,11,3,3,"[20, 20, 20, 20]","[1, 2, 3, 4]"
52310,-1,11,4,1,"[17, 18, 18, 18]","[1, 2, 3, 4]"
52310,-1,11,4,3,"[20, 21, 21]","[1, 3, 4]"
52310,0,7,4,1,[1],[2]
52310,0,8,1,1,"[2, 3, 2, 2]","[1, 2, 3, 4]"
52310,0,8,1,3,"[1, 1, 1]","[1, 2, 3]"
52310,0,8,2,1,"[18, 19, 18, 19]","[1, 2, 3, 4]"
52310,0,8,2,3,"[19, 19, 19, 19]","[1, 2, 3, 4]"
52310,0,8,3,1,"[12, 12, 12, 12]","[1, 2, 3, 4]"
52310,0,8,3,3,"[11, 12, 11, 12]","[1, 2, 3, 4]"
52310,0,8,4,1,"[4, 5, 4, 5]","[1, 2, 3, 4]"
52310,0,8,4,3,"[2, 2, 1, 2]","[1, 2, 3, 4]"
52310,0,9,1,1,[14],[1]
52310,0,12,1,3,"[49, 49, 49, 49]","[1, 2, 3, 4]"
52310,1,5,1,1,"[15, 15, 16]","[2, 3, 4]"
52310,2,4,2,1,[25],[4]
52310,2,12,1,1,[24],[4]
52311,-2,1,2,3,[9],[4]
52311,-2,1,3,1,[1],[2]
52311,-2,1,4,1,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52311,-2,1,4,3,"[35, 35, 34, 35]","[1, 2, 3, 4]"
52311,-2,5,1,1,"[14, 45, 15, 14, 15]","[1, 1, 2, 3, 4]"
52311,-2,5,1,3,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52311,-2,9,1,3,[49],[2]
52311,-1,5,2,1,"[39, 40, 40, 40]","[1, 2, 3, 4]"
52311,-1,12,1,1,"[48, 49, 48, 49]","[1, 2, 3, 4]"
52311,-1,12,1,3,"[49, 50]","[1, 2]"
52311,0,4,1,3,[31],[4]
52311,0,5,1,1,"[39, 40, 39, 40]","[1, 2, 3, 4]"
52311,0,5,1,3,[39],[1]
52311,0,6,1,1,"[4, 5, 4, 4]","[1, 2, 3, 4]"
52311,0,6,1,3,"[3, 3, 3, 3]","[1, 2, 3, 4]"
52311,0,6,4,1,"[20, 20, 19, 20]","[1, 2, 3, 4]"
52311,0,6,4,3,"[20, 20, 20, 20]","[1, 2, 3, 4]"
52311,0,7,2,1,"[54, 55, 54, 55]","[1, 2, 3, 4]"
52311,0,7,2,3,"[55, 55, 55, 55]","[1, 2, 3, 4]"
52311,2,8,1,1,"[7, 6, 5, 5]","[1, 2, 3, 4]"
52311,2,12,2,1,[53],[3]
52312,-2,5,1,3,"[45, 46]","[4, 4]"
52312,-2,12,1,1,[30],[4]
52312,0,12,1,1,"[25, 26, 25, 26]","[1, 2, 3, 4]"
52312,0,12,1,3,"[25, 26, 25, 26]","[1, 2, 3, 4]"
52312,0,12,2,1,"[46, 46, 46, 46]","[1, 2, 3, 4]"
52312,0,12,2,3,"[47, 48, 47, 48]","[1, 2, 3, 4]"
52312,0,12,3,1,"[45, 46, 45, 46]","[1, 2, 3, 4]"
52312,0,12,3,3,"[46, 46, 46, 46]","[1, 2, 3, 4]"
52312,0,12,4,1,"[82, 83, 82, 82, 82]","[1, 1, 2, 3, 4]"
52312,0,12,4,3,"[84, 68, 85, 67, 84, 85, 68, 85]","[1, 2, 2, 3, 3, 3, 4, 4]"
52312,2,1,1,1,"[41, 42, 41, 43, 43, 43]","[1, 1, 2, 2, 3, 4]"
52312,2,2,1,1,"[29, 30, 29, 29]","[1, 2, 3, 4]"
52312,2,2,1,3,"[28, 28, 28, 28]","[1, 2, 3, 4]"
52312,2,4,2,1,[3],[4]
52312,2,5,1,1,"[48, 49, 48, 49]","[1, 2, 3, 4]"
52312,2,8,2,1,"[30, 37, 30, 38, 30, 38, 30, 38]","[1, 1, 2, 2, 3, 3, 4, 4]"
52313,-2,2,1,1,[43],[4]
52313,-2,2,1,3,"[22, 22]","[1, 2]"
52313,-2,6,1,1,"[20, 20, 20, 21]","[1, 2, 3, 4]"
52313,-2,6,1,3,[21],[1]
52313,-2,8,1,1,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52313,-2,9,1,1,[1],[2]
52313,-2,10,3,1,[9],[1]
52313,-1,4,1,1,[15],[3]
52313,-1,12,1,1,"[6, 7, 7, 8]","[1, 2, 3, 4]"
52313,-1,12,1,3,"[12, 13, 13, 14]","[1, 2, 3, 4]"
52313,1,1,1,3,"[28, 28]","[3, 4]"
52313,2,1,1,1,"[25, 25, 25, 25]","[1, 2, 3, 4]"
52313,2,7,1,3,"[25, 26]","[1, 1]"
52313,2,14,4,3,[2],[4]
52314,-2,7,1,3,[24],[3]
52314,-2,8,2,1,[58],[1]
52314,-2,12,1,1,[1],[2]
52314,-2,12,1,3,[1],[2]
52314,-1,6,2,3,[27],[1]
52314,-1,9,2,1,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52314,-1,9,2,3,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52314,0,5,1,1,"[11, 12, 12, 12]","[1, 2, 3, 4]"
52314,0,5,1,3,"[12, 13, 13, 13]","[1, 2, 3, 4]"
52314,0,5,2,1,[35],[1]
52314,0,7,1,1,"[19, 20, 19, 16, 18, 18]","[1, 1, 2, 3, 3, 4]"
52314,0,9,1,1,"[9, 9, 8, 9]","[1, 2, 3, 4]"
52314,0,9,1,3,"[8, 8, 8, 8]","[1, 2, 3, 4]"
52314,0,11,1,1,"[4, 4, 4, 4]","[1, 2, 3, 4]"
52314,0,11,1,3,"[5, 6, 5, 6]","[1, 2, 3, 4]"
52314,1,5,3,3,[34],[4]
52314,1,5,4,1,"[60, 60, 60, 60]","[1, 2, 3, 4]"
52314,1,5,4,3,"[61, 61, 61, 61]","[1, 2, 3, 4]"
52314,1,9,3,1,"[52, 53, 52, 53]","[1, 2, 3, 4]"
52314,1,9,3,3,"[53, 53, 53, 53]","[1, 2, 3, 4]"
52314,1,9,4,1,"[39, 39, 39, 39]","[1, 2, 3, 4]"
52314,1,9,4,3,"[39, 40, 39, 40]","[1, 2, 3, 4]"
52314,2,3,1,1,"[37, 38, 37, 38]","[1, 2, 3, 4]"
52314,2,3,1,3,"[38, 38]","[1, 3]"
52314,2,7,2,3,[58],[3]
52314,2,8,1,1,"[18, 18, 18, 18]","[1, 2, 3, 4]"
52314,2,8,1,3,"[14, 15, 14, 14]","[1, 2, 3, 4]"
52314,2,10,1,3,"[22, 22, 22]","[2, 3, 4]"
52315,-2,1,1,1,[24],[3]
52315,-2,5,1,1,"[43, 44, 48, 23, 44, 45, 49, 22, 49, 23]","[1, 1, 1, 2, 2, 2, 2, 3, 3, 4]"
52315,-2,5,1,3,"[42, 48, 46, 47, 47, 48, 46, 46, 46, 48, 46, 47, 47]","[1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4]"
52315,-2,5,3,1,"[68, 69, 71, 69, 72, 71, 69, 71]","[1, 1, 1, 2, 2, 3, 4, 4]"
52315,-2,5,4,1,"[9, 30, 72, 73, 74, 75, 75, 77, 79, 93, 94, 9, 11, 31, 73, 74, 75, 75, 94, 10, 30, 74, 75, 94, 95, 10, 11, 31, 75]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4]"
52315,-2,5,4,3,"[11, 11, 12, 11, 12, 12, 13, 11, 12, 44, 12]","[1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4]"
52315,-2,6,2,1,"[5, 5, 5, 5]","[1, 2, 3, 4]"
52315,-2,6,2,3,"[4, 5, 4, 5]","[1, 2, 3, 4]"
52315,-2,6,4,1,"[13, 20, 46, 51, 13, 46, 51, 12, 46, 50, 46, 50]","[1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4]"
52315,-2,6,4,3,[44],[1]
52315,-2,8,1,1,"[41, 42, 41, 41]","[1, 2, 3, 4]"
52315,-2,8,1,3,"[38, 37, 38]","[2, 3, 4]"
52315,-2,9,1,1,"[8, 20, 8, 21, 8, 21, 9, 22]","[1, 1, 2, 2, 3, 3, 4, 4]"
52315,-2,9,1,3,"[9, 9, 9, 9]","[1, 2, 3, 4]"
52315,-1,5,1,1,"[37, 43, 44, 37, 43, 44, 45, 43, 44, 45, 43, 44, 45, 46, 47]","[1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4]"
52315,-1,5,1,3,"[38, 39]","[1, 2]"
52315,-1,6,1,1,"[4, 5]","[1, 2]"
52315,-1,6,4,3,[52],[3]
52315,0,4,2,3,"[22, 32]","[1, 2]"
52315,0,4,4,3,"[72, 70, 71]","[2, 3, 4]"
52315,1,1,1,1,[21],[2]
52315,1,2,1,3,[10],[2]
52315,1,5,1,3,"[12, 13]","[3, 4]"
52315,1,11,1,1,"[7, 8, 7, 8]","[1, 2, 3, 4]"
52315,1,11,1,3,"[6, 7, 6, 7]","[1, 2, 3, 4]"
52315,1,11,3,1,"[2, 3, 2, 3]","[1, 2, 3, 4]"
52315,1,11,3,3,"[1, 1, 1]","[1, 2, 3]"
52315,1,12,2,1,"[58, 58, 58, 59]","[1, 2, 3, 4]"
52315,1,12,2,3,"[58, 59, 58, 59]","[1, 2, 3, 4]"
52315,1,12,4,1,"[72, 72, 72, 73, 72, 73, 72, 73]","[1, 1, 2, 2, 3, 3, 4, 4]"
52315,1,12,4,3,"[71, 73, 75, 72, 74, 75, 72, 72, 72, 73]","[1, 1, 1, 2, 2, 2, 3, 3, 4, 4]"
52315,2,2,2,1,"[9, 10, 9, 9]","[1, 2, 3, 4]"
52315,2,2,2,3,"[7, 7, 6, 7]","[1, 2, 3, 4]"
52315,2,2,3,1,"[18, 18, 18, 18]","[1, 2, 3, 4]"
52315,2,2,3,3,"[17, 17, 16, 17, 17, 17]","[1, 2, 3, 3, 4, 4]"
52315,2,4,1,1,"[19, 19, 19, 19]","[1, 2, 3, 4]"
52315,2,4,1,3,"[17, 17, 16, 17]","[1, 2, 3, 4]"
52315,2,7,1,3,"[7, 6, 7]","[2, 3, 4]"
52315,2,8,1,1,"[47, 48, 47, 48]","[1, 2, 3, 4]"
52315,2,12,1,1,"[21, 20]","[2, 3]"
52316,-2,1,1,3,"[9, 10, 10, 9, 9, 9, 9]","[1, 2, 2, 3, 3, 4, 4]"
52316,-2,5,1,1,"[20, 20, 20, 21]","[1, 2, 3, 4]"
52316,-2,5,1,3,"[22, 23, 22, 23]","[1, 2, 3, 4]"
52316,-2,7,1,3,[35],[4]
52316,-2,8,1,1,"[11, 12, 11]","[1, 2, 3]"
52316,-2,8,1,3,"[10, 11, 10, 11]","[1, 2, 3, 4]"
52316,-2,8,2,1,"[28, 29, 29, 28, 29, 29]","[1, 1, 2, 3, 3, 4]"
52316,-2,8,2,3,"[28, 29, 30, 28, 30, 31, 28, 29, 30, 28, 30, 31]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52316,-2,11,1,3,[16],[2]
52316,-1,1,1,1,"[11, 46]","[1, 1]"
52316,-1,7,1,1,"[28, 28, 28, 28]","[1, 2, 3, 4]"
52316,-1,9,3,3,"[16, 16, 17, 15, 17, 15, 17]","[1, 2, 2, 3, 3, 4, 4]"
52316,0,2,1,1,"[18, 19, 18, 18]","[1, 2, 3, 4]"
52316,1,2,3,1,"[18, 19, 18, 16, 18]","[1, 2, 3, 4, 4]"
52316,1,2,3,3,"[17, 18, 17, 18]","[1, 2, 3, 4]"
52316,1,3,4,1,"[91, 92, 91, 92]","[1, 2, 3, 4]"
52316,1,3,4,3,"[91, 92, 91, 92]","[1, 2, 3, 4]"
52316,1,9,1,1,"[41, 41, 43]","[2, 3, 4]"
52316,2,1,1,1,"[4, 4, 3, 4]","[1, 2, 3, 4]"
52316,2,1,1,3,"[39, 46, 39, 39, 39]","[1, 1, 2, 3, 4]"
52316,2,9,1,1,[30],[4]
52316,2,11,1,1,"[27, 28, 28, 28]","[1, 2, 3, 4]"
52316,2,12,1,3,"[8, 10, 8, 11, 7, 11, 7, 12]","[1, 1, 2, 2, 3, 3, 4, 4]"
52317,-2,1,1,1,[44],[4]
52317,-2,3,1,1,"[26, 27, 26, 27]","[1, 2, 3, 4]"
52317,-2,3,2,1,"[26, 26, 26, 26]","[1, 2, 3, 4]"
52317,-2,3,2,3,"[22, 22, 22, 22]","[1, 2, 3, 4]"
52317,-2,5,1,3,"[25, 26, 25]","[1, 2, 3]"
52317,-2,11,1,3,[4],[4]
52317,-1,1,1,1,"[30, 30, 30]","[1, 3, 4]"
52317,-1,1,1,3,"[29, 29, 29, 29]","[1, 2, 3, 4]"
52317,-1,1,2,1,[4],[3]
52317,-1,12,1,1,"[26, 26, 25, 25]","[1, 2, 3, 4]"
52317,-1,12,1,3,"[17, 17, 16]","[1, 2, 3]"
52317,0,1,1,1,"[29, 28, 28]","[2, 3, 4]"
52317,0,1,1,3,"[26, 27, 28, 29]","[1, 2, 3, 4]"
52317,0,11,1,1,"[5, 15]","[4, 4]"
52317,1,2,1,3,[38],[4]
52317,1,2,2,1,"[29, 31, 29, 29, 29]","[1, 1, 2, 3, 4]"
52317,1,2,2,3,"[28, 28, 28]","[1, 2, 4]"
52317,1,2,3,1,"[45, 45, 45]","[2, 3, 4]"
52317,1,2,3,3,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52317,1,2,4,1,"[30, 31, 32, 30, 31, 30, 31, 31]","[1, 1, 1, 2, 2, 3, 3, 4]"
52317,1,2,4,3,"[29, 29, 29, 29, 41]","[1, 2, 3, 4, 4]"
52317,1,8,1,3,[34],[1]
52317,2,3,1,1,"[41, 41, 41, 41, 41, 41, 41]","[1, 1, 2, 3, 3, 4, 4]"
52317,2,7,1,1,"[4, 4, 3, 4]","[1, 2, 3, 4]"
52317,2,9,1,1,"[24, 23, 23]","[2, 3, 4]"
52317,2,9,1,3,"[18, 18, 17, 18]","[1, 2, 3, 4]"
52317,2,10,1,3,"[30, 14, 15, 15]","[1, 3, 3, 4]"
52318,-2,9,1,3,[15],[1]
52318,-2,11,1,1,"[16, 17, 16, 34, 17, 35]","[1, 2, 3, 3, 4, 4]"
52318,-2,11,1,3,"[16, 16, 16, 16]","[1, 2, 2, 3]"
52318,-1,5,1,1,[30],[1]
52318,-1,10,1,1,"[49, 49, 48, 48]","[1, 2, 3, 4]"
52318,-1,10,1,3,"[40, 40, 39, 39]","[1, 2, 3, 4]"
52318,-1,11,1,3,"[13, 14, 13]","[1, 2, 3]"
52318,0,5,1,1,"[42, 43, 43, 44]","[1, 2, 3, 4]"
52318,0,5,1,3,"[46, 47, 47, 47]","[1, 2, 3, 4]"
52318,0,6,1,1,"[18, 20, 20, 21, 21, 22]","[1, 2, 3, 3, 4, 4]"
52318,0,6,1,3,"[31, 32, 32, 33]","[1, 2, 3, 4]"
52318,0,6,2,1,"[52, 53, 52, 53]","[1, 2, 3, 4]"
52318,0,6,2,3,"[53, 53, 53, 54]","[1, 2, 3, 4]"
52318,0,6,3,3,"[62, 63, 62, 62]","[1, 2, 3, 4]"
52318,0,12,1,1,"[24, 24, 23, 23]","[1, 2, 3, 4]"
52318,0,12,2,1,"[8, 8, 8]","[2, 3, 4]"
52318,2,7,2,1,"[12, 12, 12, 41, 13, 34, 43]","[1, 2, 3, 3, 4, 4, 4]"
52318,2,9,1,3,[48],[3]
52318,2,10,2,1,[37],[4]
52319,-2,6,1,3,"[27, 24, 28, 24, 27, 24, 28]","[1, 2, 2, 3, 3, 4, 4]"
52319,-2,6,2,1,"[11, 48, 48, 11, 48, 12, 48]","[1, 1, 2, 3, 3, 4, 4]"
52319,-2,6,2,3,"[12, 49, 13, 50, 12, 50, 13, 50]","[1, 1, 2, 2, 3, 3, 4, 4]"
52319,-2,6,3,1,"[8, 47, 8, 48, 8, 48, 8, 48]","[1, 1, 2, 2, 3, 3, 4, 4]"
52319,-2,6,3,3,"[7, 48, 7, 8, 49, 7, 48, 7, 49]","[1, 1, 2, 2, 2, 3, 3, 4, 4]"
52319,-2,7,2,1,[25],[2]
52319,-2,9,1,1,[11],[1]
52319,-2,11,1,1,"[38, 38, 38]","[2, 3, 4]"
52319,-2,12,1,1,"[31, 32]","[1, 2]"
52319,-1,4,1,3,"[6, 7]","[3, 4]"
52319,-1,5,1,1,"[39, 43, 49, 43, 50, 39, 43, 39, 44]","[1, 1, 1, 2, 2, 3, 3, 4, 4]"
52319,-1,5,1,3,"[37, 38, 37, 37]","[1, 2, 3, 4]"
52319,-1,9,1,1,"[13, 15]","[4, 4]"
52319,-1,9,1,3,"[12, 12, 12, 12]","[1, 2, 3, 4]"
52319,0,3,1,1,"[9, 10, 10, 10]","[1, 2, 3, 4]"
52319,0,3,1,3,"[12, 13, 13, 13]","[1, 2, 3, 4]"
52319,0,3,2,1,"[8, 8, 8, 8]","[1, 2, 3, 4]"
52319,0,3,2,3,"[6, 7, 6, 7]","[1, 2, 3, 4]"
52319,0,5,2,3,"[35, 34, 34, 35, 35, 35]","[2, 3, 3, 3, 4, 4]"
52319,0,7,1,1,[10],[4]
52319,0,7,1,3,"[2, 5, 5]","[1, 1, 2]"
52319,1,4,2,1,"[50, 50, 50, 50]","[1, 2, 3, 4]"
52319,1,4,2,3,"[49, 49, 49]","[1, 2, 3]"
52319,2,6,2,1,"[38, 39]","[1, 2]"
52319,2,8,1,3,[27],[2]
52319,2,11,2,1,"[7, 8]","[3, 4]"
52319,2,12,1,1,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52319,2,12,1,3,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52320,-2,1,1,1,[30],[1]
52320,-2,2,1,3,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52320,-2,6,1,1,"[48, 47, 47]","[2, 3, 4]"
52320,-2,8,1,1,[46],[3]
52320,-2,9,1,3,"[46, 47, 46]","[1, 2, 3]"
52320,-2,11,2,1,"[21, 21, 21, 21]","[1, 2, 3, 4]"
52320,-2,11,2,3,"[18, 19, 18, 18]","[1, 2, 3, 4]"
52320,-1,5,1,1,"[12, 12, 12]","[2, 3, 4]"
52320,-1,5,1,3,"[12, 13, 13, 14]","[1, 2, 3, 4]"
52320,-1,6,1,1,"[26, 27, 42, 49, 27, 28, 43, 50, 26, 28, 43, 49, 27, 28, 44, 49]","[1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52320,-1,8,3,1,"[52, 53, 53, 54, 54, 52, 53, 53, 53, 54, 54]","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52320,-1,8,3,3,"[51, 53, 54, 55, 51, 54, 54, 55, 56, 51, 53, 54, 55, 55, 51, 54, 55, 55, 56]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]"
52320,-1,8,4,1,"[52, 53, 52, 53]","[1, 2, 3, 4]"
52320,-1,8,4,3,"[51, 51, 52, 51, 51, 52]","[1, 2, 2, 3, 4, 4]"
52320,0,5,1,1,"[40, 43, 41, 43, 40, 42, 41, 43]","[1, 1, 2, 2, 3, 3, 4, 4]"
52320,0,5,1,3,"[42, 42, 42]","[1, 2, 3]"
52320,0,8,1,1,"[33, 32]","[2, 3]"
52320,0,12,2,1,"[6, 12, 18, 7, 12, 5, 7, 8, 9, 11, 11]","[1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 4]"
52320,0,12,2,3,"[31, 31, 32, 33, 32, 33, 34]","[1, 1, 2, 2, 3, 3, 4]"
