eventNumber,wheel,sector,station,superLayer,wire,layer
52290,1,7,1,3,[45],[1]
52290,2,1,2,1,"[10, 1, 11, 10, 11]","[1, 2, 2, 3, 4]"
52290,2,1,2,3,"[8, 9, 8, 9]","[1, 2, 3, 4]"
52290,2,4,1,1,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52290,2,4,1,3,[16],[1]
52290,2,4,4,3,[53],[3]
52290,2,9,1,1,[7],[1]
52290,2,10,1,1,[1],[2]
52291,-2,2,1,1,"[23, 23, 23, 23]","[1, 2, 3, 4]"
52291,-2,2,1,3,"[8, 23, 9, 21, 23, 9, 21, 23, 9, 21, 24]","[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52291,-2,4,3,1,"[44, 45, 44, 45, 45]","[1, 2, 3, 3, 4]"
52291,-2,4,3,3,"[45, 48, 45, 49, 45, 49, 45, 49]","[1, 1, 2, 2, 3, 3, 4, 4]"
52291,-2,9,2,1,"[15, 15, 15, 15]","[1, 2, 3, 4]"
52291,-2,9,2,3,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52291,-2,13,4,1,"[13, 14, 13, 14]","[1, 2, 3, 4]"
52291,-2,13,4,3,"[14, 14, 14, 14]","[1, 2, 3, 4]"
52291,-1,4,1,1,"[25, 25, 25]","[1, 2, 3]"
52291,-1,4,1,3,"[25, 25, 25, 26]","[1, 2, 3, 4]"
52291,-1,4,2,1,"[43, 45, 46, 46, 45, 46, 48, 46]","[1, 1, 2, 2, 3, 3, 3, 4]"
52291,-1,4,2,3,"[47, 47]","[1, 2]"
52291,0,9,2,3,"[19, 20, 20, 20]","[1, 2, 3, 4]"
52291,0,10,1,1,"[28, 28, 29, 28, 28]","[1, 2, 2, 3, 4]"
52291,0,10,1,3,"[28, 28, 29, 28, 28, 29]","[1, 2, 2, 3, 4, 4]"
52291,0,10,2,1,"[19, 19, 19, 19]","[1, 2, 3, 4]"
52291,0,10,2,3,"[18, 17, 18]","[2, 3, 4]"
52291,0,10,3,1,"[32, 33, 32, 33]","[1, 2, 3, 4]"
52291,0,10,3,3,"[32, 32, 32, 32]","[1, 2, 3, 4]"
52291,0,14,4,1,"[52, 52, 52, 52]","[1, 2, 3, 4]"
52291,0,14,4,3,"[53, 53, 53, 53]","[1, 2, 3, 4]"
52291,1,4,1,1,[9],[1]
52291,1,5,1,3,"[47, 48]","[1, 2]"
52291,1,5,2,1,[53],[4]
52291,1,5,2,3,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52291,2,9,2,1,"[15, 16, 17, 19]","[1, 2, 3, 4]"
52292,-2,7,1,1,[36],[3]
52292,-2,9,1,1,[13],[2]
52292,-2,9,2,3,[4],[2]
52292,-2,12,1,1,"[17, 17, 16, 17]","[1, 2, 3, 4]"
52292,-2,12,1,3,"[14, 14, 14, 14]","[1, 2, 3, 4]"
52292,-1,4,1,1,"[2, 3, 2, 3]","[1, 2, 3, 4]"
52292,1,1,2,1,"[49, 50, 50, 50]","[1, 2, 3, 4]"
52292,1,1,2,3,"[50, 50, 50, 50]","[1, 2, 3, 4]"
52292,1,1,3,1,"[70, 70, 70, 70]","[1, 2, 3, 4]"
52292,1,1,3,3,"[71, 71, 71, 72]","[1, 2, 3, 4]"
52292,1,1,4,1,"[60, 61, 60, 61]","[1, 2, 3, 4]"
52292,1,1,4,3,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52292,1,4,3,1,[63],[4]
52292,2,2,2,1,"[4, 4, 4, 4]","[1, 2, 3, 4]"
52292,2,2,2,3,"[5, 5, 5, 5]","[1, 2, 3, 4]"
52292,2,5,2,1,"[52, 52, 52]","[1, 3, 4]"
52292,2,6,2,3,[23],[4]
52292,2,7,1,1,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52292,2,7,1,3,[34],[1]
52293,-2,1,1,1,"[38, 40, 41]","[1, 2, 2]"
52293,-2,2,2,3,[22],[1]
52293,-2,3,2,1,"[54, 55]","[3, 4]"
52293,-2,5,1,3,"[36, 37]","[1, 2]"
52293,-2,7,1,3,[41],[1]
52293,-2,8,1,1,[33],[3]
52293,-1,1,3,1,"[63, 63, 63, 64]","[1, 2, 3, 4]"
52293,-1,1,3,3,"[64, 65, 64, 65]","[1, 2, 3, 4]"
52293,-1,2,4,1,"[12, 14, 15, 15, 16, 16, 17, 17, 18, 19, 23, 15, 15, 16, 16, 17, 17, 17, 19, 19, 23, 14, 15, 16, 16, 17, 18, 19, 19, 23, 14, 16, 16, 17, 17, 17, 18, 19, 19]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52293,-1,2,4,3,"[12, 12, 13, 13, 14, 16, 16, 17, 17, 18, 18, 21, 13, 14, 15, 16, 16, 17, 17, 18, 18, 19, 22, 13, 13, 14, 15, 16, 16, 17, 18, 18, 21, 24, 13, 16, 16, 17, 17, 18, 18, 20, 22, 25]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52293,0,1,4,3,[64],[2]
52293,1,1,2,1,"[8, 8, 8]","[1, 2, 3]"
52293,1,7,2,1,"[3, 4, 3, 4, 4, 2, 3, 4, 4, 3, 4, 4]","[1, 1, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4]"
52293,1,7,2,3,"[2, 2, 2, 2]","[1, 2, 3, 4]"
52293,1,7,3,1,"[14, 15, 14, 15]","[1, 2, 3, 4]"
52293,1,7,3,3,"[13, 14, 13, 14]","[1, 2, 3, 4]"
52293,1,7,4,1,"[38, 39, 38, 39, 37, 38, 37, 39]","[1, 1, 2, 2, 3, 3, 4, 4]"
52293,1,7,4,3,"[40, 40, 39, 40]","[1, 2, 3, 4]"
52293,2,1,2,1,[8],[1]
52293,2,2,1,3,"[35, 34, 34]","[2, 3, 4]"
52293,2,4,2,1,[47],[2]
52293,2,6,2,1,[14],[3]
52293,2,7,2,3,[53],[2]
52293,2,11,2,1,"[40, 41, 41, 43]","[1, 2, 3, 4]"
52293,2,12,1,3,"[32, 33]","[1, 2]"
52293,2,12,2,3,[18],[1]
52294,-2,8,1,1,"[45, 45, 44, 45]","[1, 2, 3, 4]"
52294,-2,10,1,3,"[20, 20, 20]","[1, 2, 3]"
52294,-2,11,1,1,"[38, 38, 38]","[1, 2, 3]"
52294,-1,6,4,1,[16],[3]
52294,-1,12,1,1,"[3, 3, 3, 3]","[1, 2, 3, 4]"
52294,-1,12,1,3,"[2, 2, 1, 2]","[1, 2, 3, 4]"
52294,-1,12,2,1,"[19, 19, 19, 19, 19]","[1, 1, 2, 3, 4]"
52294,-1,12,2,3,"[19, 19, 20, 19, 19, 19]","[1, 2, 2, 3, 4, 4]"
52294,-1,12,3,1,"[11, 12, 13, 13, 11, 12, 13, 12, 12, 12, 12]","[1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4]"
52294,-1,12,3,3,"[10, 11, 12, 11, 11, 12, 17, 19, 28, 10, 11, 11, 12]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4]"
52294,-1,12,4,1,"[40, 42, 43, 40, 43, 44, 39, 42, 43, 40, 44]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4]"
52294,-1,12,4,3,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52294,0,6,1,1,"[46, 46, 46, 46]","[1, 2, 3, 4]"
52294,0,6,1,3,"[47, 47, 47]","[1, 2, 3]"
52294,0,6,2,1,"[40, 40, 41]","[1, 3, 4]"
52294,0,6,2,3,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52294,0,6,3,1,"[57, 58, 57, 59, 57, 58, 57, 59]","[1, 1, 2, 2, 3, 3, 4, 4]"
52294,0,6,3,3,"[59, 59, 60, 59, 59, 60]","[1, 2, 2, 3, 4, 4]"
52294,1,2,1,1,[42],[1]
52294,1,10,2,3,[44],[1]
52294,2,3,1,3,[42],[4]
52294,2,6,1,1,"[4, 14, 4, 14, 3, 13, 3, 14]","[1, 1, 2, 2, 3, 3, 4, 4]"
52294,2,6,1,3,"[12, 12, 12, 12]","[1, 2, 3, 4]"
52294,2,11,1,1,"[43, 43]","[1, 2]"
52295,-2,7,1,1,"[38, 38, 38, 38]","[1, 2, 3, 4]"
52295,-2,7,1,3,"[47, 48]","[1, 2]"
52295,-2,12,1,1,"[33, 34, 34, 34]","[1, 2, 3, 4]"
52295,-2,12,1,3,"[38, 39, 39, 40]","[1, 2, 3, 4]"
52295,-1,1,1,1,"[16, 17, 33, 16, 35, 17]","[1, 2, 2, 3, 3, 4]"
52295,-1,1,1,3,"[18, 18, 18, 19]","[1, 2, 3, 4]"
52295,-1,1,2,1,"[42, 42, 42, 42]","[1, 2, 3, 4]"
52295,-1,1,2,3,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52295,-1,1,3,1,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52295,-1,1,3,3,"[42, 43, 42, 43]","[1, 2, 3, 4]"
52295,0,3,1,1,"[17, 17, 18]","[2, 3, 4]"
52295,1,1,1,1,"[35, 35, 35, 35]","[1, 2, 3, 4]"
52295,1,1,1,3,"[36, 36]","[2, 4]"
52295,1,1,2,1,"[27, 28, 27, 28]","[1, 2, 3, 4]"
52295,1,1,2,3,"[26, 27, 26, 27]","[1, 2, 3, 4]"
52295,1,3,1,1,"[35, 34]","[2, 3]"
52295,1,12,1,3,[23],[4]
52295,2,1,3,1,[43],[4]
52295,2,1,3,3,"[43, 43, 43, 43, 43]","[1, 2, 3, 4, 4]"
52295,2,1,4,1,"[28, 28, 28, 29, 28, 28, 29, 28, 29, 36]","[1, 1, 2, 2, 3, 3, 3, 4, 4, 4]"
52295,2,1,4,3,"[23, 26, 25, 26, 27, 26, 26, 27]","[1, 1, 2, 2, 2, 3, 4, 4]"
52295,2,2,1,1,"[8, 9]","[1, 2]"
52295,2,9,1,1,[31],[3]
52295,2,11,2,1,[44],[4]
52296,-2,4,1,1,"[7, 7, 7, 7]","[1, 2, 3, 4]"
52296,-2,4,1,3,"[6, 6, 6, 6]","[1, 2, 3, 4]"
52296,-2,9,2,3,[4],[2]
52296,-2,11,1,1,[30],[1]
52296,-2,12,1,1,"[25, 25, 25]","[1, 2, 3]"
52296,-1,2,2,1,[42],[3]
52296,-1,8,1,1,"[14, 14]","[3, 4]"
52296,-1,10,3,3,"[7, 7, 7, 7]","[1, 2, 3, 4]"
52296,-1,10,4,1,"[35, 35, 34, 35]","[1, 2, 3, 4]"
52296,-1,10,4,3,"[35, 35, 35, 35]","[1, 2, 3, 4]"
52296,1,4,1,1,"[32, 35, 33, 35, 32, 33, 34, 34]","[1, 1, 2, 2, 3, 3, 4, 4]"
52296,1,10,1,3,[9],[3]
52296,2,3,1,3,"[22, 23, 22, 23]","[1, 2, 3, 4]"
52296,2,3,2,1,[6],[3]
52296,2,4,1,1,"[38, 38]","[3, 4]"
52297,-2,8,1,1,[47],[1]
52297,0,4,1,1,"[25, 26, 25, 26]","[1, 2, 3, 4]"
52297,0,7,2,1,"[10, 26, 27, 29, 30, 11, 26, 27, 30, 30, 34, 34, 11, 25, 26, 29, 29, 30, 31, 33, 12, 25, 27, 30, 30, 31, 34]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
52297,0,7,2,3,"[20, 22, 23, 24, 25, 29, 29, 31, 32, 20, 24, 24, 25, 29, 30, 32, 32, 33, 19, 21, 23, 23, 24, 30, 31, 33, 19, 19, 22, 23, 24, 25, 30, 30, 32, 33]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
52297,0,12,1,3,"[41, 41, 41, 41]","[2, 3, 4, 4]"
52297,1,1,1,1,"[27, 27, 26, 27]","[1, 2, 3, 4]"
52297,1,1,1,3,"[24, 24, 23, 24]","[1, 2, 3, 4]"
52297,1,8,1,3,"[1, 2, 4, 1, 2, 3, 2, 3, 4]","[1, 2, 2, 3, 3, 3, 4, 4, 4]"
52297,1,9,1,1,"[42, 45, 47, 48, 43, 45, 47, 47, 49, 50, 42, 45, 46, 49, 42, 43, 45, 47]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
52297,1,9,1,3,"[45, 46, 46, 47, 45, 46, 46, 47]","[1, 1, 2, 2, 3, 3, 4, 4]"
52297,1,9,2,1,"[8, 39, 8, 39, 40, 39, 40]","[1, 1, 2, 2, 2, 3, 4]"
52297,1,9,2,3,"[4, 39, 5, 39, 4, 39, 4, 39]","[1, 1, 2, 2, 3, 3, 4, 4]"
52297,1,10,1,1,"[32, 40, 32, 40, 32, 39, 33, 39]","[1, 1, 2, 2, 3, 3, 4, 4]"
52297,1,11,1,1,"[23, 22, 23, 18, 21, 9, 18, 21]","[1, 2, 2, 3, 3, 4, 4, 4]"
52297,1,11,1,3,"[15, 15, 14, 14]","[1, 2, 3, 4]"
52297,2,2,1,1,"[44, 45, 47, 44, 46, 44, 45, 46, 44, 45]","[1, 1, 1, 2, 2, 3, 3, 3, 4, 4]"
52297,2,2,1,3,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52297,2,2,2,1,"[36, 38, 38, 39, 36, 36, 38, 40, 38, 38, 38, 39, 42]","[1, 1, 1, 1, 2, 2, 2, 2, 3, 4, 4, 4, 4]"
52297,2,2,2,3,"[35, 37, 37, 36, 38, 38, 37, 37, 38, 38]","[1, 1, 1, 2, 2, 2, 3, 3, 4, 4]"
52297,2,2,3,1,"[53, 52, 53]","[2, 3, 4]"
52297,2,3,1,1,"[10, 41, 10, 42, 10, 41, 10, 42]","[1, 1, 2, 2, 3, 3, 4, 4]"
52297,2,3,1,3,"[9, 10, 9, 9]","[1, 2, 3, 4]"
52297,2,8,1,1,"[38, 38, 37, 37]","[1, 2, 3, 4]"
52297,2,9,3,1,"[57, 58, 57, 58]","[1, 2, 3, 4]"
52297,2,9,3,3,"[58, 58, 58, 58]","[1, 2, 3, 4]"
52297,2,9,4,1,"[45, 45, 45]","[2, 3, 4]"
52297,2,9,4,3,"[45, 46, 45, 46]","[1, 2, 3, 4]"
52297,2,10,1,1,"[7, 9, 7, 9, 7, 8, 7, 9]","[1, 1, 2, 2, 3, 3, 4, 4]"
52297,2,10,1,3,"[9, 9, 9, 9, 9]","[1, 1, 2, 3, 4]"
52298,-2,7,4,1,"[79, 80, 79, 80, 80]","[1, 2, 3, 3, 4]"
52298,-2,7,4,3,"[79, 80, 79, 82, 80, 82]","[1, 2, 3, 3, 4, 4]"
52298,-2,11,1,1,[49],[1]
52298,-1,6,1,1,"[14, 14, 14, 14]","[1, 2, 3, 4]"
52298,-1,6,1,3,"[12, 13, 12, 13]","[1, 2, 3, 4]"
52298,-1,7,1,1,"[42, 48, 49, 42, 49, 42, 49, 43, 49]","[1, 1, 1, 2, 2, 3, 3, 4, 4]"
52298,-1,7,1,3,"[49, 50]","[1, 2]"
52298,-1,8,1,1,"[9, 10, 10, 11]","[1, 2, 3, 4]"
52298,0,4,1,1,"[12, 12]","[1, 4]"
52298,0,4,1,3,"[47, 48, 48, 48, 49]","[1, 1, 2, 3, 4]"
52298,0,6,1,1,"[1, 1, 1]","[1, 2, 3]"
52298,1,2,1,1,"[46, 47, 47, 47, 47, 47, 48]","[1, 1, 2, 2, 3, 3, 4]"
52298,1,7,1,1,[48],[4]
52298,2,4,1,1,"[18, 18, 18, 18]","[1, 2, 3, 4]"
52298,2,4,1,3,"[14, 14, 13, 13]","[1, 2, 3, 4]"
52298,2,11,1,3,"[1, 1, 1]","[1, 2, 3]"
52298,2,12,2,1,"[10, 12, 10, 12, 10, 11, 10, 11]","[1, 1, 2, 2, 3, 3, 4, 4]"
52298,2,12,2,3,"[9, 9, 9, 9]","[1, 2, 3, 4]"
52299,-2,2,1,3,[24],[1]
52299,-2,8,2,1,[47],[1]
52299,-2,9,1,3,[48],[1]
52299,-2,11,1,1,[22],[4]
52299,-1,1,1,1,"[23, 23, 22, 21, 22, 23]","[1, 2, 3, 4, 4, 4]"
52299,-1,1,1,3,"[16, 15, 16, 16]","[2, 3, 3, 4]"
52299,-1,2,1,1,"[1, 1]","[2, 3]"
52299,-1,5,1,1,"[44, 45, 45, 45]","[1, 2, 3, 4]"
52299,-1,5,1,3,"[46, 47, 47, 47]","[1, 2, 3, 4]"
52299,-1,7,2,1,"[42, 43, 42, 42]","[1, 2, 3, 4]"
52299,-1,7,2,3,"[38, 38, 37, 38]","[1, 2, 3, 4]"
52299,1,2,2,1,"[27, 27, 28, 27, 28]","[1, 2, 2, 3, 4]"
52299,1,5,1,1,"[23, 33, 23, 34, 22, 34, 21, 22, 36]","[1, 1, 2, 2, 3, 3, 4, 4, 4]"
52299,1,5,1,3,"[16, 48, 16, 49, 16, 48, 16]","[1, 1, 2, 2, 3, 3, 4]"
52299,2,1,2,3,[43],[3]
52299,2,4,1,1,"[40, 40, 40, 41]","[1, 2, 3, 4]"
52299,2,4,1,3,"[44, 45, 44, 45]","[1, 2, 3, 4]"
52299,2,7,1,1,"[39, 40, 43, 40, 41, 44, 39, 40, 44, 39, 41, 44]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52299,2,12,1,3,[6],[4]
52299,2,12,2,3,"[29, 30, 30, 29]","[3, 3, 3, 4]"
52300,-2,7,1,1,[16],[4]
52300,-2,8,1,1,"[29, 29, 29, 30]","[1, 2, 3, 4]"
52300,-2,8,1,3,"[30, 30]","[1, 2]"
52300,-1,1,1,3,"[19, 20]","[1, 2]"
52300,-1,3,4,3,[44],[1]
52300,-1,4,1,1,[17],[1]
52300,-1,9,1,3,"[1, 1]","[2, 3]"
52300,0,1,3,1,"[8, 9, 9]","[1, 2, 3]"
52300,0,6,1,1,"[15, 15, 15, 16]","[1, 2, 3, 4]"
52300,0,6,1,3,"[17, 17, 17, 17]","[1, 2, 3, 4]"
52300,0,6,2,1,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52300,0,6,2,3,"[10, 11, 10, 11]","[1, 2, 3, 4]"
52300,1,6,1,1,"[31, 30, 31]","[2, 3, 4]"
52300,1,6,1,3,"[34, 35, 35, 36]","[1, 2, 3, 4]"
52300,2,7,1,3,"[35, 36, 35]","[1, 2, 3]"
52300,2,11,1,1,[30],[1]
52301,-2,2,1,1,"[2, 3]","[1, 2]"
52301,-2,3,1,1,"[7, 8, 7, 8]","[1, 2, 3, 4]"
52301,-2,3,1,3,"[7, 7, 7, 7]","[1, 2, 3, 4]"
52301,-2,4,1,3,[38],[4]
52301,-2,7,1,1,"[31, 31, 31, 32]","[1, 2, 3, 4]"
52301,-2,7,1,3,"[35, 35, 35, 49, 36, 49]","[1, 2, 3, 3, 4, 4]"
52301,-2,11,1,1,[3],[4]
52301,-1,1,1,3,"[1, 1, 1, 2]","[1, 2, 3, 4]"
52301,-1,6,4,3,"[82, 82, 81, 81]","[2, 2, 3, 4]"
52301,-1,8,2,1,"[12, 15, 15, 15, 15]","[1, 1, 2, 3, 4]"
52301,-1,8,2,3,"[16, 16, 17, 16, 17]","[1, 2, 2, 3, 4]"
52301,1,4,1,1,"[48, 48, 48, 49]","[1, 2, 3, 4]"
52301,1,7,1,1,"[36, 36, 35, 35, 35]","[1, 2, 3, 4, 4]"
52301,1,7,1,3,"[34, 34, 34, 34]","[1, 2, 3, 4]"
52301,1,8,1,1,"[49, 49, 49]","[1, 2, 3]"
52301,2,1,2,1,[4],[4]
52301,2,4,4,1,"[11, 12, 12]","[1, 2, 3]"
52301,2,6,1,3,[23],[4]
52302,-2,1,2,3,[40],[3]
52302,-2,3,1,3,[36],[1]
52302,-2,5,1,1,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52302,-2,5,1,3,"[33, 34, 34, 35]","[1, 2, 3, 4]"
52302,-2,9,1,1,[41],[4]
52302,-2,10,2,1,[16],[2]
52302,-1,1,1,3,[8],[2]
52302,-1,3,1,1,"[44, 44]","[3, 4]"
52302,-1,4,2,1,"[15, 15, 14, 14, 15, 16, 14]","[1, 2, 3, 3, 3, 3, 4]"
52302,-1,4,2,3,"[12, 13, 12]","[1, 2, 3]"
52302,-1,12,2,1,[8],[3]
52302,0,4,2,1,"[27, 28, 28, 29, 29]","[1, 2, 3, 3, 3]"
52302,0,5,1,1,"[37, 38]","[4, 4]"
52302,0,12,1,1,"[30, 31, 31, 33]","[1, 2, 3, 4]"
52302,0,12,1,3,"[43, 44, 44, 45]","[1, 2, 3, 4]"
52302,1,1,1,3,"[45, 46]","[3, 4]"
52302,1,6,1,3,"[14, 15]","[1, 2]"
52302,1,11,2,1,"[33, 34]","[3, 4]"
52302,2,1,1,1,"[1, 1, 1]","[1, 2, 3]"
52302,2,3,1,3,[35],[4]
52302,2,6,1,1,"[38, 38, 38]","[1, 2, 4]"
52302,2,7,1,3,[19],[1]
52302,2,9,1,1,"[17, 18, 17, 17]","[1, 2, 3, 4]"
52303,-2,7,1,1,"[40, 40, 40, 40]","[1, 2, 3, 4]"
52303,-2,7,1,3,"[38, 39, 38, 39]","[1, 2, 3, 4]"
52303,-2,7,2,1,"[54, 56, 54, 56, 53, 56, 53, 57]","[1, 1, 2, 2, 3, 3, 4, 4]"
52303,-2,8,1,1,"[16, 17, 17, 17]","[1, 2, 3, 4]"
52303,-2,8,1,3,"[18, 19, 19, 18, 19, 19]","[1, 2, 2, 3, 3, 4]"
52303,-2,8,2,1,"[41, 42, 41, 42]","[1, 2, 3, 4]"
52303,-2,10,1,1,"[4, 5, 4]","[1, 2, 3]"
52303,-2,10,2,1,[29],[4]
52303,-1,2,1,1,"[19, 19, 19, 19]","[1, 2, 3, 4]"
52303,-1,2,1,3,"[19, 19, 19]","[2, 3, 4]"
52303,-1,2,2,1,"[37, 38, 38, 38, 38, 38]","[1, 1, 2, 2, 3, 4]"
52303,-1,2,2,3,"[39, 39, 39, 39]","[1, 2, 3, 4]"
52303,-1,2,3,1,"[35, 36, 35, 36]","[1, 2, 3, 4]"
52303,-1,2,3,3,"[35, 36, 35, 35, 36]","[1, 2, 3, 3, 4]"
52303,-1,2,4,1,"[74, 75, 75, 75, 75, 74, 75, 75, 75, 75]","[1, 1, 1, 2, 2, 3, 3, 3, 4, 4]"
52303,-1,2,4,3,"[76, 77, 78, 77, 78, 79, 76, 77, 78, 77, 78, 79]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]"
52303,-1,3,1,3,[49],[3]
52303,1,3,1,1,"[39, 40, 40, 40, 40]","[1, 2, 2, 3, 4]"
52303,1,4,2,3,"[46, 45, 46]","[2, 3, 4]"
52303,1,8,2,1,[29],[1]
52303,2,2,1,3,[10],[4]
52303,2,3,1,1,"[47, 48, 48, 49]","[1, 2, 3, 4]"
52303,2,4,2,1,"[26, 26, 26]","[1, 2, 3]"
52303,2,5,1,1,[5],[2]
52303,2,7,1,1,[2],[4]
52303,2,8,1,1,"[26, 27, 26, 27]","[1, 2, 3, 4]"
52303,2,8,1,3,"[26, 27, 26, 27]","[1, 2, 3, 4]"
52303,2,8,2,1,"[17, 17, 17, 17]","[1, 2, 3, 4]"
52303,2,8,2,3,"[15, 16, 15, 16]","[1, 2, 3, 4]"
52303,2,9,1,1,[8],[3]
52303,2,12,1,1,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52303,2,12,1,3,"[45, 45, 45, 45]","[1, 2, 3, 4]"
52304,-2,1,1,1,"[29, 1, 30, 29, 30]","[1, 2, 2, 3, 4]"
52304,-2,1,1,3,[1],[2]
52304,-2,2,1,1,"[32, 33, 33, 34]","[1, 2, 3, 4]"
52304,-2,2,1,3,"[25, 42, 25, 43, 24, 43, 24, 44]","[1, 1, 2, 2, 3, 3, 4, 4]"
52304,-2,2,2,1,[27],[1]
52304,-2,4,1,3,"[33, 34, 33, 34]","[1, 2, 3, 4]"
52304,-2,7,1,1,"[13, 14]","[1, 2]"
52304,-2,9,1,1,"[3, 21, 3, 22, 3, 21, 22]","[1, 1, 2, 2, 3, 3, 4]"
52304,-2,9,1,3,"[4, 4, 3]","[1, 2, 3]"
52304,-2,12,1,1,"[5, 6, 5]","[1, 2, 3]"
52304,-1,4,1,1,"[1, 1, 1]","[1, 2, 3]"
52304,-1,4,1,3,"[36, 36]","[2, 3]"
52304,-1,8,1,1,"[44, 44, 44, 44]","[1, 2, 3, 4]"
52304,-1,8,1,3,"[43, 44, 43, 44]","[1, 2, 3, 4]"
52304,-1,12,1,1,"[40, 40, 40, 41]","[1, 2, 3, 4]"
52304,0,2,1,1,"[14, 14, 13, 14]","[1, 2, 3, 4]"
52304,0,2,1,3,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52304,0,2,2,1,"[2, 2, 2, 2]","[1, 2, 3, 4]"
52304,0,2,3,1,"[12, 12, 12, 12]","[1, 2, 3, 4]"
52304,0,2,3,3,"[11, 11, 11, 11]","[1, 2, 3, 4]"
52304,0,3,4,1,"[83, 83, 84, 84, 84]","[1, 1, 2, 3, 4]"
52304,0,3,4,3,"[83, 84, 84, 84]","[1, 2, 3, 4]"
52304,0,8,1,1,"[35, 35, 35, 36]","[1, 2, 3, 4]"
52304,0,8,1,3,"[36, 34, 36, 34, 36, 34, 36]","[1, 2, 2, 3, 3, 4, 4]"
52304,0,8,2,1,"[57, 58, 57, 58]","[1, 2, 3, 4]"
52304,0,8,2,3,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52304,0,8,3,1,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52304,0,8,3,3,"[60, 61, 60, 61]","[1, 2, 3, 4]"
52304,0,8,4,1,"[59, 60, 59, 60]","[1, 2, 3, 4]"
52304,0,8,4,3,"[58, 59, 59, 59]","[1, 2, 3, 4]"
52304,0,11,3,1,"[69, 70, 70, 69, 70]","[1, 1, 2, 3, 4]"
52304,0,11,3,3,"[67, 68, 67, 67]","[1, 2, 3, 4]"
52304,1,8,1,3,[25],[1]
52304,2,1,1,3,[10],[2]
52305,-2,7,1,1,"[22, 23, 22, 23]","[1, 2, 3, 4]"
52305,-2,7,1,3,[22],[1]
52305,-1,2,1,1,"[3, 3, 4, 3, 3, 4]","[1, 2, 2, 3, 3, 4]"
52305,-1,2,1,3,"[6, 6, 6, 7]","[1, 2, 3, 4]"
52305,-1,2,2,1,"[30, 30, 30, 30]","[1, 2, 3, 4]"
52305,-1,2,2,3,"[31, 32, 31, 32]","[1, 2, 3, 4]"
52305,-1,7,1,1,"[47, 48, 49, 47, 48, 48, 49]","[1, 2, 2, 3, 3, 4, 4]"
52305,-1,7,1,3,"[48, 49]","[3, 4]"
52305,-1,7,4,1,"[92, 92, 92, 92]","[1, 2, 3, 4]"
52305,-1,7,4,3,"[92, 92, 92, 92]","[1, 2, 3, 4]"
52305,-1,8,2,1,"[13, 13, 13, 13]","[1, 2, 3, 4]"
52305,-1,8,2,3,"[14, 14, 14, 14, 14]","[1, 1, 2, 3, 4]"
52305,-1,8,3,1,"[8, 9, 8, 9]","[1, 2, 3, 4]"
52305,-1,8,3,3,"[8, 8, 8, 8]","[1, 2, 3, 4]"
52305,-1,8,4,1,[1],[2]
52305,1,3,1,1,"[7, 7, 7]","[2, 3, 4]"
52305,1,3,1,3,"[7, 8, 8, 8]","[1, 2, 3, 4]"
